CINDA BACKUP   BCK00920241224  86374  82138
    479) Area:9 Z=90  TH-222    bl:4     ln:4    
    480) Area:9 Z=90  TH-223    bl:2     ln:2    
    481) Area:9 Z=90  TH-224    bl:2     ln:2    
    482) Area:9 Z=90  TH-225    bl:2     ln:2    
    483) Area:9 Z=90  TH-226    bl:2     ln:2    
    484) Area:9 Z=90  TH-227    bl:2     ln:2    
    485) Area:9 Z=90  TH-228    bl:5     ln:5    
    486) Area:9 Z=90  TH-229    bl:17    ln:19   
    487) Area:9 Z=90  TH-230    bl:99    ln:106  
    488) Area:9 Z=90  TH-232    bl:1210  ln:1272 
    489) Area:9 Z=90  TH-234    bl:12    ln:12   
    490) Area:9 Z=91  PA-224    bl:2     ln:2    
    491) Area:9 Z=91  PA-225    bl:2     ln:2    
    492) Area:9 Z=91  PA-226    bl:2     ln:2    
    493) Area:9 Z=91  PA-227    bl:2     ln:2    
    494) Area:9 Z=91  PA-228    bl:2     ln:2    
    495) Area:9 Z=91  PA-229    bl:2     ln:2    
    496) Area:9 Z=91  PA-230    bl:2     ln:2    
    497) Area:9 Z=91  PA-231    bl:86    ln:87   
    498) Area:9 Z=91  PA-232    bl:5     ln:5    
    499) Area:9 Z=91  PA-233    bl:3     ln:3    
    500) Area:9 Z=92  U-0       bl:342   ln:351  
    501) Area:9 Z=92  U-230     bl:1     ln:1    
    502) Area:9 Z=92  U-231     bl:2     ln:2    
    503) Area:9 Z=92  U-232     bl:56    ln:56   
    504) Area:9 Z=92  U-234     bl:160   ln:167  
    505) Area:9 Z=92  U-235     bl:898   ln:932  
    506) Area:9 Z=92  U-236     bl:252   ln:268  
    507) Area:9 Z=92  U-237     bl:5     ln:5    
    508) Area:9 Z=92  U-238     bl:1835  ln:1962 
    509) Area:9 Z=92  U-239     bl:1     ln:1    
    510) Area:9 Z=92  U-240     bl:12    ln:12   
    511) Area:9 Z=93  NP-233    bl:310   ln:326  
    512) Area:9 Z=93  NP-234    bl:2     ln:2    
    513) Area:9 Z=93  NP-235    bl:3     ln:3    
    514) Area:9 Z=93  NP-236    bl:3     ln:3    
    515) Area:9 Z=93  NP-237    bl:338   ln:349  
    516) Area:9 Z=93  NP-238    bl:1     ln:1    
    517) Area:9 Z=93  NP-239    bl:9     ln:9    
    518) Area:9 Z=94  PU-0      bl:1     ln:1    
    519) Area:9 Z=94  PU-238    bl:87    ln:88   
    520) Area:9 Z=94  PU-239    bl:455   ln:461  
    521) Area:9 Z=94  PU-240    bl:161   ln:163  
    522) Area:9 Z=94  PU-241    bl:125   ln:126  
    523) Area:9 Z=94  PU-242    bl:163   ln:165  
    524) Area:9 Z=94  PU-243    bl:2     ln:2    
    525) Area:9 Z=94  PU-244    bl:102   ln:113  
    526) Area:9 Z=95  AM-239    bl:2     ln:2    
    527) Area:9 Z=95  AM-240    bl:2     ln:2    
    528) Area:9 Z=95  AM-241    bl:143   ln:144  
    529) Area:9 Z=95  AM-242    bl:22    ln:24   
    530) Area:9 Z=95  AM-243    bl:184   ln:185  
    531) Area:9 Z=95  AM-244    bl:3     ln:3    
    532) Area:9 Z=96  CM-242    bl:28    ln:28   
    533) Area:9 Z=96  CM-243    bl:3     ln:3    
    534) Area:9 Z=96  CM-244    bl:70    ln:71   
    535) Area:9 Z=96  CM-245    bl:46    ln:46   
    536) Area:9 Z=96  CM-246    bl:72    ln:73   
    537) Area:9 Z=96  CM-247    bl:2     ln:2    
    538) Area:9 Z=96  CM-248    bl:211   ln:225  
    539) Area:9 Z=96  CM-249    bl:3     ln:3    
    540) Area:9 Z=96  CM-250    bl:12    ln:12   
    541) Area:9 Z=97  BK-245    bl:2     ln:2    
    542) Area:9 Z=97  BK-247    bl:6     ln:6    
    543) Area:9 Z=97  BK-249    bl:36    ln:36   
    544) Area:9 Z=98  CF-249    bl:60    ln:61   
    545) Area:9 Z=98  CF-250    bl:8     ln:8    
    546) Area:9 Z=98  CF-251    bl:10    ln:10   
    547) Area:9 Z=98  CF-252    bl:8     ln:8    
    548) Area:9 Z=98  CF-253    bl:4     ln:4    
    549) Area:9 Z=98  CF-254    bl:1     ln:1    
    550) Area:9 Z=99  ES-253    bl:3     ln:3    
    551) Area:9 Z=99  ES-254    bl:11    ln:11   
    552) Area:9 Z=100 FM-255    bl:8     ln:8    
    553) Area:9 Z=100 FM-257    bl:6     ln:7    
