CINDA BACKUP   BCK00320241224  75636  38573
    961) Area:3 Z=76  OS-192    bl:58    ln:120  
    962) Area:3 Z=76  OS-193    bl:3     ln:3    
    963) Area:3 Z=76  OS-194    bl:2     ln:2    
    964) Area:3 Z=77  IR-0      bl:20    ln:44   
    965) Area:3 Z=77  IR-186    bl:2     ln:2    
    966) Area:3 Z=77  IR-187    bl:2     ln:2    
    967) Area:3 Z=77  IR-188    bl:2     ln:2    
    968) Area:3 Z=77  IR-189    bl:2     ln:2    
    969) Area:3 Z=77  IR-190    bl:2     ln:2    
    970) Area:3 Z=77  IR-191    bl:67    ln:118  
    971) Area:3 Z=77  IR-192    bl:4     ln:4    
    972) Area:3 Z=77  IR-193    bl:60    ln:113  
    973) Area:3 Z=77  IR-194    bl:3     ln:3    
    974) Area:3 Z=77  IR-195    bl:2     ln:2    
    975) Area:3 Z=77  IR-196    bl:2     ln:2    
    976) Area:3 Z=77  IR-197    bl:2     ln:2    
    977) Area:3 Z=78  PT-0      bl:32    ln:79   
    978) Area:3 Z=78  PT-188    bl:2     ln:2    
    979) Area:3 Z=78  PT-189    bl:2     ln:2    
    980) Area:3 Z=78  PT-190    bl:12    ln:16   
    981) Area:3 Z=78  PT-191    bl:2     ln:2    
    982) Area:3 Z=78  PT-192    bl:23    ln:28   
    983) Area:3 Z=78  PT-193    bl:2     ln:2    
    984) Area:3 Z=78  PT-194    bl:55    ln:91   
    985) Area:3 Z=78  PT-195    bl:34    ln:44   
    986) Area:3 Z=78  PT-196    bl:37    ln:62   
    987) Area:3 Z=78  PT-197    bl:3     ln:4    
    988) Area:3 Z=78  PT-198    bl:84    ln:181  
    989) Area:3 Z=78  PT-199    bl:4     ln:4    
    990) Area:3 Z=78  PT-200    bl:2     ln:2    
    991) Area:3 Z=78  PT-202    bl:1     ln:1    
    992) Area:3 Z=79  AU-190    bl:2     ln:2    
    993) Area:3 Z=79  AU-191    bl:2     ln:2    
    994) Area:3 Z=79  AU-192    bl:2     ln:2    
    995) Area:3 Z=79  AU-193    bl:2     ln:2    
    996) Area:3 Z=79  AU-194    bl:2     ln:2    
    997) Area:3 Z=79  AU-195    bl:2     ln:2    
    998) Area:3 Z=79  AU-196    bl:7     ln:10   
    999) Area:3 Z=79  AU-197    bl:483   ln:1114 
   1000) Area:3 Z=79  AU-198    bl:8     ln:9    
   1001) Area:3 Z=79  AU-199    bl:2     ln:2    
   1002) Area:3 Z=79  AU-200    bl:2     ln:2    
   1003) Area:3 Z=79  AU-201    bl:2     ln:2    
   1004) Area:3 Z=79  AU-202    bl:2     ln:2    
   1005) Area:3 Z=80  HG-0      bl:29    ln:79   
   1006) Area:3 Z=80  HG-192    bl:2     ln:2    
   1007) Area:3 Z=80  HG-193    bl:2     ln:2    
   1008) Area:3 Z=80  HG-194    bl:2     ln:2    
   1009) Area:3 Z=80  HG-195    bl:2     ln:2    
   1010) Area:3 Z=80  HG-196    bl:29    ln:43   
   1011) Area:3 Z=80  HG-197    bl:2     ln:2    
   1012) Area:3 Z=80  HG-198    bl:40    ln:60   
   1013) Area:3 Z=80  HG-199    bl:30    ln:44   
   1014) Area:3 Z=80  HG-200    bl:35    ln:42   
   1015) Area:3 Z=80  HG-201    bl:22    ln:24   
   1016) Area:3 Z=80  HG-202    bl:30    ln:36   
   1017) Area:3 Z=80  HG-203    bl:3     ln:3    
   1018) Area:3 Z=80  HG-204    bl:21    ln:30   
   1019) Area:3 Z=80  HG-OXI    bl:1     ln:2    
   1020) Area:3 Z=81  TL-0      bl:26    ln:74   
   1021) Area:3 Z=81  TL-194    bl:2     ln:2    
   1022) Area:3 Z=81  TL-195    bl:2     ln:2    
   1023) Area:3 Z=81  TL-196    bl:2     ln:2    
   1024) Area:3 Z=81  TL-197    bl:2     ln:2    
   1025) Area:3 Z=81  TL-198    bl:2     ln:2    
   1026) Area:3 Z=81  TL-199    bl:2     ln:2    
   1027) Area:3 Z=81  TL-200    bl:2     ln:2    
   1028) Area:3 Z=81  TL-201    bl:2     ln:2    
   1029) Area:3 Z=81  TL-202    bl:2     ln:2    
   1030) Area:3 Z=81  TL-203    bl:58    ln:87   
   1031) Area:3 Z=81  TL-204    bl:5     ln:5    
   1032) Area:3 Z=81  TL-205    bl:34    ln:45   
   1033) Area:3 Z=81  TL-206    bl:3     ln:3    
   1034) Area:3 Z=82  PB-0      bl:185   ln:427  
   1035) Area:3 Z=82  PB-196    bl:2     ln:2    
   1036) Area:3 Z=82  PB-197    bl:2     ln:2    
   1037) Area:3 Z=82  PB-198    bl:3     ln:4    
   1038) Area:3 Z=82  PB-199    bl:2     ln:2    
   1039) Area:3 Z=82  PB-200    bl:2     ln:2    
   1040) Area:3 Z=82  PB-201    bl:2     ln:2    
   1041) Area:3 Z=82  PB-202    bl:2     ln:2    
   1042) Area:3 Z=82  PB-203    bl:3     ln:3    
   1043) Area:3 Z=82  PB-204    bl:68    ln:123  
   1044) Area:3 Z=82  PB-205    bl:2     ln:3    
   1045) Area:3 Z=82  PB-206    bl:85    ln:159  
   1046) Area:3 Z=82  PB-207    bl:72    ln:121  
   1047) Area:3 Z=82  PB-208    bl:261   ln:524  
   1048) Area:3 Z=82  PB-209    bl:3     ln:4    
   1049) Area:3 Z=82  PB-213    bl:1     ln:1    
   1050) Area:3 Z=82  PB-220    bl:1     ln:1    
   1051) Area:3 Z=82  PB-CMP    bl:3     ln:3    
   1052) Area:3 Z=83  BI-208    bl:1     ln:1    
   1053) Area:3 Z=83  BI-209    bl:451   ln:1159 
   1054) Area:3 Z=83  BI-210    bl:4     ln:5    
   1055) Area:3 Z=83  BI-CMP    bl:3     ln:3    
   1056) Area:3 Z=84  PO-194    bl:1     ln:1    
   1057) Area:3 Z=84  PO-196    bl:1     ln:1    
   1058) Area:3 Z=84  PO-198    bl:1     ln:1    
   1059) Area:3 Z=84  PO-200    bl:1     ln:1    
   1060) Area:3 Z=84  PO-202    bl:1     ln:1    
   1061) Area:3 Z=84  PO-204    bl:1     ln:1    
   1062) Area:3 Z=84  PO-206    bl:1     ln:1    
   1063) Area:3 Z=84  PO-208    bl:1     ln:1    
   1064) Area:3 Z=84  PO-210    bl:3     ln:3    
   1065) Area:3 Z=84  PO-211    bl:1     ln:1    
   1066) Area:3 Z=84  PO-212    bl:1     ln:1    
   1067) Area:3 Z=84  PO-214    bl:1     ln:1    
   1068) Area:3 Z=84  PO-216    bl:1     ln:1    
   1069) Area:3 Z=84  PO-218    bl:1     ln:1    
   1070) Area:3 Z=85  AT-210    bl:1     ln:1    
   1071) Area:3 Z=85  AT-213    bl:1     ln:3    
   1072) Area:3 Z=86  RN-220    bl:1     ln:1    
   1073) Area:3 Z=86  RN-222    bl:1     ln:1    
   1074) Area:3 Z=87  FR-217    bl:1     ln:1    
   1075) Area:3 Z=88  RA-220    bl:1     ln:1    
   1076) Area:3 Z=88  RA-222    bl:1     ln:1    
   1077) Area:3 Z=88  RA-223    bl:2     ln:6    
   1078) Area:3 Z=88  RA-224    bl:2     ln:2    
   1079) Area:3 Z=88  RA-226    bl:9     ln:13   
   1080) Area:3 Z=88  RA-228    bl:1     ln:1    
   1081) Area:3 Z=89  AC-227    bl:8     ln:10   
   1082) Area:3 Z=89  AC-240    bl:1     ln:1    
   1083) Area:3 Z=90  TH-224    bl:1     ln:1    
   1084) Area:3 Z=90  TH-226    bl:1     ln:1    
   1085) Area:3 Z=90  TH-227    bl:4     ln:4    
   1086) Area:3 Z=90  TH-228    bl:6     ln:6    
   1087) Area:3 Z=90  TH-229    bl:48    ln:82   
   1088) Area:3 Z=90  TH-230    bl:19    ln:42   
   1089) Area:3 Z=90  TH-231    bl:15    ln:16   
   1090) Area:3 Z=90  TH-232    bl:520   ln:1077 
   1091) Area:3 Z=90  TH-233    bl:25    ln:27   
   1092) Area:3 Z=90  TH-234    bl:2     ln:2    
   1093) Area:3 Z=91  PA-230    bl:4     ln:4    
   1094) Area:3 Z=91  PA-231    bl:57    ln:81   
   1095) Area:3 Z=91  PA-232    bl:20    ln:20   
   1096) Area:3 Z=91  PA-233    bl:47    ln:73   
   1097) Area:3 Z=91  PA-234    bl:3     ln:5    
   1098) Area:3 Z=92  U-0       bl:48    ln:98   
   1099) Area:3 Z=92  U-226     bl:1     ln:1    
   1100) Area:3 Z=92  U-228     bl:1     ln:1    
   1101) Area:3 Z=92  U-230     bl:3     ln:4    
   1102) Area:3 Z=92  U-231     bl:9     ln:9    
   1103) Area:3 Z=92  U-232     bl:74    ln:114  
   1104) Area:3 Z=92  U-233     bl:319   ln:599  
   1105) Area:3 Z=92  U-234     bl:84    ln:97   
   1106) Area:3 Z=92  U-235     bl:845   ln:1847 
   1107) Area:3 Z=92  U-236     bl:91    ln:120  
   1108) Area:3 Z=92  U-237     bl:44    ln:51   
   1109) Area:3 Z=92  U-238     bl:647   ln:1366 
   1110) Area:3 Z=92  U-239     bl:19    ln:19   
   1111) Area:3 Z=92  U-240     bl:18    ln:18   
   1112) Area:3 Z=92  U-241     bl:6     ln:6    
   1113) Area:3 Z=92  U-242     bl:6     ln:6    
   1114) Area:3 Z=92  U-243     bl:6     ln:6    
   1115) Area:3 Z=92  U-244     bl:6     ln:6    
   1116) Area:3 Z=92  U-245     bl:6     ln:6    
   1117) Area:3 Z=92  U-246     bl:1     ln:1    
   1118) Area:3 Z=92  U-CMP     bl:3     ln:9    
   1119) Area:3 Z=92  U-OXI     bl:11    ln:28   
   1120) Area:3 Z=93  NP-234    bl:2     ln:2    
   1121) Area:3 Z=93  NP-235    bl:1     ln:1    
   1122) Area:3 Z=93  NP-236    bl:8     ln:11   
   1123) Area:3 Z=93  NP-237    bl:173   ln:363  
   1124) Area:3 Z=93  NP-238    bl:12    ln:12   
   1125) Area:3 Z=93  NP-239    bl:3     ln:4    
   1126) Area:3 Z=93  NP-240    bl:1     ln:2    
   1127) Area:3 Z=94  PU-232    bl:1     ln:1    
   1128) Area:3 Z=94  PU-234    bl:1     ln:1    
   1129) Area:3 Z=94  PU-235    bl:1     ln:2    
   1130) Area:3 Z=94  PU-236    bl:23    ln:26   
   1131) Area:3 Z=94  PU-237    bl:10    ln:11   
   1132) Area:3 Z=94  PU-238    bl:94    ln:137  
   1133) Area:3 Z=94  PU-239    bl:488   ln:920  
   1134) Area:3 Z=94  PU-240    bl:211   ln:362  
   1135) Area:3 Z=94  PU-241    bl:222   ln:434  
   1136) Area:3 Z=94  PU-242    bl:142   ln:219  
   1137) Area:3 Z=94  PU-243    bl:18    ln:19   
   1138) Area:3 Z=94  PU-244    bl:23    ln:38   
   1139) Area:3 Z=94  PU-245    bl:8     ln:8    
   1140) Area:3 Z=94  PU-CMP    bl:2     ln:2    
   1141) Area:3 Z=95  AM-240    bl:1     ln:1    
   1142) Area:3 Z=95  AM-241    bl:89    ln:147  
   1143) Area:3 Z=95  AM-242    bl:43    ln:54   
   1144) Area:3 Z=95  AM-243    bl:50    ln:88   
   1145) Area:3 Z=95  AM-244    bl:4     ln:4    
   1146) Area:3 Z=96  CM-238    bl:1     ln:1    
   1147) Area:3 Z=96  CM-240    bl:1     ln:1    
   1148) Area:3 Z=96  CM-241    bl:1     ln:2    
   1149) Area:3 Z=96  CM-242    bl:21    ln:29   
   1150) Area:3 Z=96  CM-243    bl:33    ln:40   
   1151) Area:3 Z=96  CM-244    bl:81    ln:167  
   1152) Area:3 Z=96  CM-245    bl:70    ln:122  
   1153) Area:3 Z=96  CM-246    bl:34    ln:48   
   1154) Area:3 Z=96  CM-247    bl:24    ln:31   
   1155) Area:3 Z=96  CM-248    bl:32    ln:54   
   1156) Area:3 Z=96  CM-249    bl:2     ln:3    
   1157) Area:3 Z=96  CM-250    bl:3     ln:4    
   1158) Area:3 Z=97  BK-246    bl:1     ln:1    
   1159) Area:3 Z=97  BK-247    bl:1     ln:3    
   1160) Area:3 Z=97  BK-248    bl:3     ln:4    
   1161) Area:3 Z=97  BK-249    bl:18    ln:23   
   1162) Area:3 Z=97  BK-250    bl:2     ln:2    
   1163) Area:3 Z=98  CF-240    bl:1     ln:1    
   1164) Area:3 Z=98  CF-242    bl:1     ln:1    
   1165) Area:3 Z=98  CF-244    bl:1     ln:1    
   1166) Area:3 Z=98  CF-245    bl:2     ln:3    
   1167) Area:3 Z=98  CF-246    bl:2     ln:4    
   1168) Area:3 Z=98  CF-248    bl:3     ln:4    
   1169) Area:3 Z=98  CF-249    bl:39    ln:56   
   1170) Area:3 Z=98  CF-250    bl:19    ln:24   
   1171) Area:3 Z=98  CF-251    bl:20    ln:24   
   1172) Area:3 Z=98  CF-252    bl:331   ln:776  
   1173) Area:3 Z=98  CF-253    bl:15    ln:16   
   1174) Area:3 Z=98  CF-254    bl:18    ln:26   
   1175) Area:3 Z=98  CF-256    bl:3     ln:3    
   1176) Area:3 Z=99  ES-252    bl:1     ln:1    
   1177) Area:3 Z=99  ES-253    bl:14    ln:14   
   1178) Area:3 Z=99  ES-254    bl:11    ln:12   
   1179) Area:3 Z=99  ES-255    bl:3     ln:3    
   1180) Area:3 Z=99  ES-256    bl:1     ln:1    
   1181) Area:3 Z=100 FM-246    bl:3     ln:3    
   1182) Area:3 Z=100 FM-248    bl:3     ln:3    
   1183) Area:3 Z=100 FM-250    bl:1     ln:1    
   1184) Area:3 Z=100 FM-252    bl:1     ln:1    
   1185) Area:3 Z=100 FM-253    bl:4     ln:5    
   1186) Area:3 Z=100 FM-254    bl:10    ln:16   
   1187) Area:3 Z=100 FM-255    bl:13    ln:14   
   1188) Area:3 Z=100 FM-256    bl:13    ln:16   
   1189) Area:3 Z=100 FM-257    bl:15    ln:18   
   1190) Area:3 Z=100 FM-258    bl:4     ln:6    
   1191) Area:3 Z=100 FM-259    bl:3     ln:3    
   1192) Area:3 Z=101 MD-259    bl:3     ln:3    
   1193) Area:3 Z=101 MD-260    bl:2     ln:2    
   1194) Area:3 Z=102 NO-252    bl:3     ln:3    
   1195) Area:3 Z=102 NO-254    bl:1     ln:1    
   1196) Area:3 Z=102 NO-256    bl:1     ln:1    
   1197) Area:3 Z=102 NO-258    bl:2     ln:2    
   1198) Area:3 Z=104 RF-255    bl:1     ln:2    
   1199) Area:3 Z=104 RF-256    bl:1     ln:2    
   1200) Area:3 Z=104 RF-258    bl:1     ln:2    
   1201) Area:3 Z=104 RF-260    bl:3     ln:4    
   1202) Area:3 Z=105 DB-262    bl:3     ln:3    
   1203) Area:3 Z=999 FPROD     bl:9     ln:13   
   1204) Area:3 Z=999 MANY      bl:481   ln:679  
