CINDA BACKUP   BCK00320140625  45544  27240
    962) Area:3 Z=79  AU-197    bl:226   ln:388  
    963) Area:3 Z=79  AU-198    bl:6     ln:7    
    964) Area:3 Z=79  AU-199    bl:1     ln:2    
    965) Area:3 Z=79  AU-200    bl:1     ln:2    
    966) Area:3 Z=79  AU-201    bl:1     ln:2    
    967) Area:3 Z=79  AU-202    bl:1     ln:2    
    968) Area:3 Z=80  HG-0      bl:22    ln:48   
    969) Area:3 Z=80  HG-192    bl:1     ln:2    
    970) Area:3 Z=80  HG-193    bl:1     ln:2    
    971) Area:3 Z=80  HG-194    bl:1     ln:2    
    972) Area:3 Z=80  HG-195    bl:1     ln:2    
    973) Area:3 Z=80  HG-196    bl:21    ln:25   
    974) Area:3 Z=80  HG-197    bl:1     ln:2    
    975) Area:3 Z=80  HG-198    bl:33    ln:41   
    976) Area:3 Z=80  HG-199    bl:27    ln:33   
    977) Area:3 Z=80  HG-200    bl:32    ln:35   
    978) Area:3 Z=80  HG-201    bl:22    ln:24   
    979) Area:3 Z=80  HG-202    bl:28    ln:32   
    980) Area:3 Z=80  HG-203    bl:2     ln:3    
    981) Area:3 Z=80  HG-204    bl:19    ln:24   
    982) Area:3 Z=81  TL-0      bl:19    ln:45   
    983) Area:3 Z=81  TL-194    bl:1     ln:2    
    984) Area:3 Z=81  TL-195    bl:1     ln:2    
    985) Area:3 Z=81  TL-196    bl:1     ln:2    
    986) Area:3 Z=81  TL-197    bl:1     ln:2    
    987) Area:3 Z=81  TL-198    bl:1     ln:2    
    988) Area:3 Z=81  TL-199    bl:1     ln:2    
    989) Area:3 Z=81  TL-200    bl:1     ln:2    
    990) Area:3 Z=81  TL-201    bl:1     ln:2    
    991) Area:3 Z=81  TL-202    bl:1     ln:2    
    992) Area:3 Z=81  TL-203    bl:52    ln:73   
    993) Area:3 Z=81  TL-204    bl:5     ln:5    
    994) Area:3 Z=81  TL-205    bl:30    ln:36   
    995) Area:3 Z=81  TL-206    bl:3     ln:3    
    996) Area:3 Z=82  PB-0      bl:111   ln:219  
    997) Area:3 Z=82  PB-196    bl:1     ln:2    
    998) Area:3 Z=82  PB-197    bl:1     ln:2    
    999) Area:3 Z=82  PB-198    bl:2     ln:4    
   1000) Area:3 Z=82  PB-199    bl:1     ln:2    
   1001) Area:3 Z=82  PB-200    bl:1     ln:2    
   1002) Area:3 Z=82  PB-201    bl:1     ln:2    
   1003) Area:3 Z=82  PB-202    bl:1     ln:2    
   1004) Area:3 Z=82  PB-203    bl:2     ln:3    
   1005) Area:3 Z=82  PB-204    bl:57    ln:91   
   1006) Area:3 Z=82  PB-205    bl:1     ln:1    
   1007) Area:3 Z=82  PB-206    bl:55    ln:72   
   1008) Area:3 Z=82  PB-207    bl:58    ln:75   
   1009) Area:3 Z=82  PB-208    bl:130   ln:190  
   1010) Area:3 Z=82  PB-209    bl:2     ln:2    
   1011) Area:3 Z=82  PB-213    bl:1     ln:1    
   1012) Area:3 Z=82  PB-220    bl:1     ln:1    
   1013) Area:3 Z=82  PB-CMP    bl:3     ln:3    
   1014) Area:3 Z=83  BI-208    bl:1     ln:1    
   1015) Area:3 Z=83  BI-209    bl:204   ln:401  
   1016) Area:3 Z=83  BI-210    bl:3     ln:3    
   1017) Area:3 Z=83  BI-CMP    bl:3     ln:3    
   1018) Area:3 Z=84  PO-194    bl:1     ln:1    
   1019) Area:3 Z=84  PO-196    bl:1     ln:1    
   1020) Area:3 Z=84  PO-198    bl:1     ln:1    
   1021) Area:3 Z=84  PO-200    bl:1     ln:1    
   1022) Area:3 Z=84  PO-202    bl:1     ln:1    
   1023) Area:3 Z=84  PO-204    bl:1     ln:1    
   1024) Area:3 Z=84  PO-206    bl:1     ln:1    
   1025) Area:3 Z=84  PO-208    bl:1     ln:1    
   1026) Area:3 Z=84  PO-210    bl:3     ln:3    
   1027) Area:3 Z=84  PO-211    bl:1     ln:1    
   1028) Area:3 Z=84  PO-212    bl:1     ln:1    
   1029) Area:3 Z=84  PO-214    bl:1     ln:1    
   1030) Area:3 Z=84  PO-216    bl:1     ln:1    
   1031) Area:3 Z=84  PO-218    bl:1     ln:1    
   1032) Area:3 Z=85  AT-210    bl:1     ln:1    
   1033) Area:3 Z=85  AT-213    bl:1     ln:3    
   1034) Area:3 Z=86  RN-220    bl:1     ln:1    
   1035) Area:3 Z=86  RN-222    bl:1     ln:1    
   1036) Area:3 Z=87  FR-217    bl:1     ln:1    
   1037) Area:3 Z=88  RA-220    bl:1     ln:1    
   1038) Area:3 Z=88  RA-222    bl:1     ln:1    
   1039) Area:3 Z=88  RA-223    bl:2     ln:5    
   1040) Area:3 Z=88  RA-224    bl:2     ln:2    
   1041) Area:3 Z=88  RA-226    bl:7     ln:9    
   1042) Area:3 Z=88  RA-228    bl:1     ln:1    
   1043) Area:3 Z=89  AC-227    bl:8     ln:10   
   1044) Area:3 Z=89  AC-240    bl:1     ln:1    
   1045) Area:3 Z=90  TH-224    bl:1     ln:1    
   1046) Area:3 Z=90  TH-226    bl:1     ln:1    
   1047) Area:3 Z=90  TH-227    bl:4     ln:4    
   1048) Area:3 Z=90  TH-228    bl:6     ln:6    
   1049) Area:3 Z=90  TH-229    bl:37    ln:51   
   1050) Area:3 Z=90  TH-230    bl:19    ln:37   
   1051) Area:3 Z=90  TH-231    bl:15    ln:16   
   1052) Area:3 Z=90  TH-232    bl:323   ln:559  
   1053) Area:3 Z=90  TH-233    bl:25    ln:27   
   1054) Area:3 Z=90  TH-234    bl:2     ln:2    
   1055) Area:3 Z=91  PA-230    bl:4     ln:4    
   1056) Area:3 Z=91  PA-231    bl:54    ln:75   
   1057) Area:3 Z=91  PA-232    bl:20    ln:20   
   1058) Area:3 Z=91  PA-233    bl:47    ln:71   
   1059) Area:3 Z=91  PA-234    bl:1     ln:1    
   1060) Area:3 Z=92  U-0       bl:38    ln:68   
   1061) Area:3 Z=92  U-226     bl:1     ln:1    
   1062) Area:3 Z=92  U-228     bl:1     ln:1    
   1063) Area:3 Z=92  U-230     bl:3     ln:4    
   1064) Area:3 Z=92  U-231     bl:9     ln:9    
   1065) Area:3 Z=92  U-232     bl:63    ln:88   
   1066) Area:3 Z=92  U-233     bl:295   ln:510  
   1067) Area:3 Z=92  U-234     bl:83    ln:95   
   1068) Area:3 Z=92  U-235     bl:738   ln:1458 
   1069) Area:3 Z=92  U-236     bl:83    ln:100  
   1070) Area:3 Z=92  U-237     bl:38    ln:39   
   1071) Area:3 Z=92  U-238     bl:481   ln:859  
   1072) Area:3 Z=92  U-239     bl:19    ln:19   
   1073) Area:3 Z=92  U-240     bl:18    ln:18   
   1074) Area:3 Z=92  U-241     bl:6     ln:6    
   1075) Area:3 Z=92  U-242     bl:6     ln:6    
   1076) Area:3 Z=92  U-243     bl:6     ln:6    
   1077) Area:3 Z=92  U-244     bl:6     ln:6    
   1078) Area:3 Z=92  U-245     bl:6     ln:6    
   1079) Area:3 Z=92  U-246     bl:1     ln:1    
   1080) Area:3 Z=92  U-CMP     bl:3     ln:9    
   1081) Area:3 Z=92  U-OXI     bl:10    ln:24   
   1082) Area:3 Z=93  NP-234    bl:2     ln:2    
   1083) Area:3 Z=93  NP-235    bl:1     ln:1    
   1084) Area:3 Z=93  NP-236    bl:7     ln:9    
   1085) Area:3 Z=93  NP-237    bl:137   ln:243  
   1086) Area:3 Z=93  NP-238    bl:12    ln:12   
   1087) Area:3 Z=93  NP-239    bl:2     ln:2    
   1088) Area:3 Z=94  PU-232    bl:1     ln:1    
   1089) Area:3 Z=94  PU-234    bl:1     ln:1    
   1090) Area:3 Z=94  PU-235    bl:1     ln:2    
   1091) Area:3 Z=94  PU-236    bl:23    ln:26   
   1092) Area:3 Z=94  PU-237    bl:10    ln:11   
   1093) Area:3 Z=94  PU-238    bl:80    ln:99   
   1094) Area:3 Z=94  PU-239    bl:452   ln:783  
   1095) Area:3 Z=94  PU-240    bl:190   ln:309  
   1096) Area:3 Z=94  PU-241    bl:206   ln:375  
   1097) Area:3 Z=94  PU-242    bl:137   ln:208  
   1098) Area:3 Z=94  PU-243    bl:18    ln:19   
   1099) Area:3 Z=94  PU-244    bl:17    ln:22   
   1100) Area:3 Z=94  PU-245    bl:8     ln:8    
   1101) Area:3 Z=94  PU-CMP    bl:2     ln:2    
   1102) Area:3 Z=95  AM-240    bl:1     ln:1    
   1103) Area:3 Z=95  AM-241    bl:76    ln:114  
   1104) Area:3 Z=95  AM-242    bl:43    ln:54   
   1105) Area:3 Z=95  AM-243    bl:38    ln:52   
   1106) Area:3 Z=95  AM-244    bl:4     ln:4    
   1107) Area:3 Z=96  CM-238    bl:1     ln:1    
   1108) Area:3 Z=96  CM-240    bl:1     ln:1    
   1109) Area:3 Z=96  CM-241    bl:1     ln:2    
   1110) Area:3 Z=96  CM-242    bl:21    ln:29   
   1111) Area:3 Z=96  CM-243    bl:33    ln:40   
   1112) Area:3 Z=96  CM-244    bl:59    ln:92   
   1113) Area:3 Z=96  CM-245    bl:57    ln:84   
   1114) Area:3 Z=96  CM-246    bl:34    ln:48   
   1115) Area:3 Z=96  CM-247    bl:24    ln:31   
   1116) Area:3 Z=96  CM-248    bl:24    ln:35   
   1117) Area:3 Z=96  CM-249    bl:2     ln:3    
   1118) Area:3 Z=96  CM-250    bl:3     ln:4    
   1119) Area:3 Z=97  BK-246    bl:1     ln:1    
   1120) Area:3 Z=97  BK-247    bl:1     ln:3    
   1121) Area:3 Z=97  BK-248    bl:3     ln:4    
   1122) Area:3 Z=97  BK-249    bl:18    ln:23   
   1123) Area:3 Z=97  BK-250    bl:2     ln:2    
   1124) Area:3 Z=98  CF-240    bl:1     ln:1    
   1125) Area:3 Z=98  CF-242    bl:1     ln:1    
   1126) Area:3 Z=98  CF-244    bl:1     ln:1    
   1127) Area:3 Z=98  CF-245    bl:2     ln:3    
   1128) Area:3 Z=98  CF-246    bl:2     ln:4    
   1129) Area:3 Z=98  CF-248    bl:3     ln:4    
   1130) Area:3 Z=98  CF-249    bl:36    ln:47   
   1131) Area:3 Z=98  CF-250    bl:19    ln:24   
   1132) Area:3 Z=98  CF-251    bl:20    ln:24   
   1133) Area:3 Z=98  CF-252    bl:273   ln:591  
   1134) Area:3 Z=98  CF-253    bl:15    ln:16   
   1135) Area:3 Z=98  CF-254    bl:15    ln:18   
   1136) Area:3 Z=98  CF-256    bl:3     ln:3    
   1137) Area:3 Z=99  ES-252    bl:1     ln:1    
   1138) Area:3 Z=99  ES-253    bl:14    ln:14   
   1139) Area:3 Z=99  ES-254    bl:11    ln:12   
   1140) Area:3 Z=99  ES-255    bl:3     ln:3    
   1141) Area:3 Z=99  ES-256    bl:1     ln:1    
   1142) Area:3 Z=100 FM-246    bl:3     ln:3    
   1143) Area:3 Z=100 FM-248    bl:3     ln:3    
   1144) Area:3 Z=100 FM-250    bl:1     ln:1    
   1145) Area:3 Z=100 FM-252    bl:1     ln:1    
   1146) Area:3 Z=100 FM-253    bl:4     ln:5    
   1147) Area:3 Z=100 FM-254    bl:10    ln:16   
   1148) Area:3 Z=100 FM-255    bl:13    ln:14   
   1149) Area:3 Z=100 FM-256    bl:13    ln:16   
   1150) Area:3 Z=100 FM-257    bl:15    ln:18   
   1151) Area:3 Z=100 FM-258    bl:4     ln:6    
   1152) Area:3 Z=100 FM-259    bl:3     ln:3    
   1153) Area:3 Z=101 MD-259    bl:3     ln:3    
   1154) Area:3 Z=101 MD-260    bl:2     ln:2    
   1155) Area:3 Z=102 NO-252    bl:3     ln:3    
   1156) Area:3 Z=102 NO-254    bl:1     ln:1    
   1157) Area:3 Z=102 NO-256    bl:1     ln:1    
   1158) Area:3 Z=102 NO-258    bl:2     ln:2    
   1159) Area:3 Z=104 RF-260    bl:3     ln:4    
   1160) Area:3 Z=105 DB-262    bl:3     ln:3    
   1161) Area:3 Z=999 FPROD     bl:9     ln:13   
   1162) Area:3 Z=999 MANY      bl:479   ln:679  
