CINDA BACKUP   BCK00120140625  95812  41476
    962) Area:1 Z=98  CF-252    bl:354   ln:715  
    963) Area:1 Z=98  CF-253    bl:21    ln:31   
    964) Area:1 Z=98  CF-254    bl:38    ln:51   
    965) Area:1 Z=98  CF-256    bl:8     ln:11   
    966) Area:1 Z=99  ES-0      bl:1     ln:1    
    967) Area:1 Z=99  ES-248    bl:1     ln:3    
    968) Area:1 Z=99  ES-249    bl:2     ln:6    
    969) Area:1 Z=99  ES-250    bl:2     ln:6    
    970) Area:1 Z=99  ES-251    bl:1     ln:1    
    971) Area:1 Z=99  ES-252    bl:1     ln:1    
    972) Area:1 Z=99  ES-253    bl:34    ln:58   
    973) Area:1 Z=99  ES-254    bl:36    ln:73   
    974) Area:1 Z=99  ES-255    bl:5     ln:5    
    975) Area:1 Z=99  ES-256    bl:1     ln:1    
    976) Area:1 Z=100 FM-0      bl:1     ln:1    
    977) Area:1 Z=100 FM-244    bl:2     ln:3    
    978) Area:1 Z=100 FM-246    bl:6     ln:8    
    979) Area:1 Z=100 FM-248    bl:5     ln:6    
    980) Area:1 Z=100 FM-250    bl:1     ln:1    
    981) Area:1 Z=100 FM-252    bl:3     ln:3    
    982) Area:1 Z=100 FM-254    bl:30    ln:39   
    983) Area:1 Z=100 FM-255    bl:21    ln:40   
    984) Area:1 Z=100 FM-256    bl:33    ln:50   
    985) Area:1 Z=100 FM-257    bl:30    ln:67   
    986) Area:1 Z=100 FM-258    bl:16    ln:33   
    987) Area:1 Z=100 FM-259    bl:9     ln:15   
    988) Area:1 Z=100 FM-264    bl:1     ln:1    
    989) Area:1 Z=101 MD-259    bl:11    ln:29   
    990) Area:1 Z=101 MD-260    bl:11    ln:26   
    991) Area:1 Z=102 NO-252    bl:6     ln:7    
    992) Area:1 Z=102 NO-256    bl:3     ln:5    
    993) Area:1 Z=102 NO-258    bl:5     ln:15   
    994) Area:1 Z=102 NO-259    bl:1     ln:1    
    995) Area:1 Z=102 NO-262    bl:5     ln:10   
    996) Area:1 Z=103 LR-259    bl:2     ln:3    
    997) Area:1 Z=104 RF-260    bl:5     ln:15   
    998) Area:1 Z=105 DB-262    bl:3     ln:6    
    999) Area:1 Z=999 FPROD     bl:39    ln:54   
   1000) Area:1 Z=999 MANY      bl:472   ln:550  
